,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
fmo-5 V_-_900968_901375,fmo-5,WBGene00001480,H24K24.5,V_-_900968_901375,15.66%,16.21%,4.17%,6.70%,13.49%,4.17%,4.14%,33.51%,14.70%,15.97%,37.17%,44.72%,24.69%,8.09%,7.40%,6.25%,11.11%,21.54%,22.37%,12.08%,0%,26.54%,50.31%,38.49%,8.90%,33.73%,17.63%,11.58%,29.99%,27.49%,45.92%,26.78%,26.44%,33.37%,13.54%,0%,13.44%,5.23%,13.57%,22.42%,7.56%,7.43%,20.41%,NA,7.75%,31.02%
fmo-5 V_-_901866_902372,fmo-5,WBGene00001480,H24K24.5,V_-_901866_902372,28.44%,45.06%,37.01%,13.77%,12.80%,10.90%,13.07%,33.90%,25.93%,16.16%,31.94%,42.50%,13.85%,11.43%,17.38%,0%,17.50%,32.60%,5.56%,18.73%,11.11%,31.22%,43.68%,48.41%,9.73%,42.62%,4.17%,22.85%,37.54%,25.03%,39.79%,30.94%,40.32%,25.52%,21.43%,20.63%,16.80%,9.64%,11.30%,16.52%,5.65%,16.39%,26.15%,NA,13.11%,42.52%
fmo-5 V_-_902758_903484,fmo-5,WBGene00001480,H24K24.5,V_-_902758_903484,17.20%,14%,14.96%,NA,24.15%,26.29%,NA,43.64%,NA,24.17%,NA,NA,2.50%,NA,NA,0%,0%,NA,3.13%,NA,11.11%,62.39%,44.89%,35.20%,NA,NA,20.94%,34.52%,47.16%,8.23%,31.18%,NA,NA,NA,NA,0%,NA,9.58%,NA,2.26%,NA,NA,NA,NA,NA,48.09%
fnci-1 I_-_6746394_6747275,fnci-1,WBGene00020935,W02D3.10,I_-_6746394_6747275,NA,NA,NA,NA,0%,NA,0%,NA,NA,6.25%,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.89%,NA,NA,NA,NA,0%,NA,NA,NA,7.15%,NA,NA,NA,NA,NA,NA
fntb-1 V_+_14448815_14448948,fntb-1,WBGene00006465,F23B12.6,V_+_14448815_14448948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.29%
folt-2 V_-_2873281_2873676,folt-2,WBGene00018138,F37B4.7,V_-_2873281_2873676,NA,NA,NA,1.25%,NA,NA,1.28%,NA,NA,NA,NA,NA,NA,0%,0.74%,NA,NA,NA,NA,0%,NA,NA,29.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93%,NA,NA,NA,NA,NA,NA,NA,22.45%
folt-2 V_-_2874520_2875345,folt-2,WBGene00018138,F37B4.7,V_-_2874520_2875345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79%,NA,NA,NA,NA,NA,NA,NA,NA,17.59%,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.86%
fos-1 V_+_6003670_6007642,fos-1,WBGene00001345,F29G9.4,V_+_6003670_6007642,NA,NA,NA,65.80%,NA,NA,NA,83.14%,37.96%,73.30%,NA,83.75%,NA,NA,24.80%,NA,NA,82.01%,51.84%,25%,NA,NA,NA,NA,NA,NA,NA,NA,35%,NA,NA,33.34%,NA,0%,33.34%,NA,91.00%,NA,NA,NA,NA,NA,NA,NA,38.45%,NA
fos-1 V_+_6003670_6011099,fos-1,WBGene00001345,F29G9.4,V_+_6003670_6011099,6.62%,NA,NA,NA,NA,0%,0%,19.69%,NA,NA,21.66%,19.23%,NA,NA,NA,9.39%,6.98%,22.09%,NA,3.85%,5.64%,NA,NA,32.03%,NA,NA,NA,20.80%,NA,21.00%,NA,6.30%,NA,NA,NA,NA,NA,2.88%,NA,NA,NA,NA,NA,NA,NA,NA
fos-1 V_+_6010987_6011099,fos-1,WBGene00001345,F29G9.4,V_+_6010987_6011099,59.76%,31.67%,8.33%,19.45%,NA,NA,NA,50%,3.88%,79.53%,16.67%,25%,NA,0%,15%,NA,NA,0%,NA,28.51%,NA,43.75%,37.50%,NA,34.60%,NA,NA,NA,16.67%,NA,33.34%,12.50%,29.72%,41.67%,25%,NA,45.57%,0%,0%,NA,45.84%,0%,12.50%,0%,51.19%,16.19%
fos-1 V_+_6011352_6013508,fos-1,WBGene00001345,F29G9.4,V_+_6011352_6013508,NA,NA,NA,5.21%,NA,NA,3.90%,26.97%,NA,NA,NA,NA,NA,6.05%,NA,8.75%,8.69%,29.20%,NA,NA,NA,34.99%,38.71%,21.19%,8.27%,14.39%,NA,NA,NA,51.98%,NA,NA,NA,NA,NA,NA,29.26%,NA,NA,3.23%,NA,10.80%,NA,NA,NA,24.31%
fos-1 V_+_6013623_6014217,fos-1,WBGene00001345,F29G9.4,V_+_6013623_6014217,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.78%,NA,NA,NA,NA,5.84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82%,NA,NA,9.90%,NA,NA,0.76%,NA,NA,NA,NA,NA,3.57%,NA,NA,NA,NA,NA,NA,NA,NA
fos-1 V_+_6014974_6015568,fos-1,WBGene00001345,F29G9.4,V_+_6014974_6015568,NA,NA,5.96%,NA,NA,NA,NA,NA,4.66%,19.50%,NA,NA,NA,NA,NA,6.09%,NA,NA,NA,NA,6.93%,NA,NA,NA,NA,NA,NA,NA,7.83%,NA,28.41%,NA,NA,NA,NA,NA,NA,1.74%,6.02%,NA,NA,NA,NA,NA,NA,NA
fox-1 X_-_2450504_2455867,fox-1,WBGene00001484,T07D1.4,X_-_2450504_2455867,8.33%,NA,NA,NA,7.79%,0%,1.79%,NA,NA,35.42%,NA,NA,NA,2.66%,4.20%,7.14%,NA,NA,25%,7.40%,5.20%,29.91%,NA,NA,7.88%,NA,NA,36.43%,NA,10.24%,7.72%,9.18%,NA,NA,NA,NA,NA,NA,21.75%,2.08%,NA,8.53%,3.32%,NA,NA,NA
fozi-1 III_+_9294498_9294598,fozi-1,WBGene00010453,K01B6.1,III_+_9294498_9294598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05%,NA,NA,0%,NA,NA,NA,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.40%
fpn-1.1 I_-_2113930_2115251,fpn-1.1,WBGene00021354,Y37E3.16,I_-_2113930_2115251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fpn-1.1 I_-_2115609_2116150,fpn-1.1,WBGene00021354,Y37E3.16,I_-_2115609_2116150,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,54.36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17%,NA,20%,NA,NA,NA,NA,NA,NA
frl-1 III_+_2137584_2138318,frl-1,WBGene00021698,Y48G9A.4,III_+_2137584_2138318,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.52%,NA,NA,NA,10.88%,NA,NA,NA,NA,NA,NA,0%,NA,NA,24.95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28%,NA
frl-1 III_+_2138500_2140090,frl-1,WBGene00021698,Y48G9A.4,III_+_2138500_2140090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63%,NA,NA,NA,NA,43.93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86%,NA,NA,NA
frl-1 III_+_2140332_2141362,frl-1,WBGene00021698,Y48G9A.4,III_+_2140332_2141362,2.84%,NA,NA,NA,NA,0%,7.89%,NA,0.76%,NA,NA,NA,NA,NA,NA,1.44%,NA,NA,NA,3.29%,3.33%,NA,17.15%,NA,4.03%,3.43%,NA,NA,NA,7.08%,NA,1.67%,NA,NA,31.02%,0%,NA,3.41%,NA,0%,NA,NA,5.01%,NA,3.81%,NA
frl-1 III_+_2147971_2148881,frl-1,WBGene00021698,Y48G9A.4,III_+_2147971_2148881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.95%,NA,NA,NA,NA,NA,NA,NA,13.89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frl-1 III_+_2149239_2150153,frl-1,WBGene00021698,Y48G9A.4,III_+_2149239_2150153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.02%,NA,NA,2.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-1 I_-_14876485_14877196,frm-1,WBGene00001488,ZK270.2,I_-_14876485_14877196,NA,NA,NA,1.60%,NA,0.64%,1.21%,NA,0.66%,NA,NA,NA,NA,NA,NA,3.11%,NA,NA,NA,NA,NA,NA,NA,NA,1.81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31%,NA,NA,NA,NA,NA,NA
frm-1 I_-_14877350_14877963,frm-1,WBGene00001488,ZK270.2,I_-_14877350_14877963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73%,NA,NA,NA,NA,NA,NA,NA,NA,6.45%,NA,NA,NA,NA,NA,2.70%,NA,2.98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28%,1.15%,NA,NA,NA
frm-1 I_-_14878241_14878891,frm-1,WBGene00001488,ZK270.2,I_-_14878241_14878891,NA,NA,NA,2.43%,NA,0.60%,2.22%,18.94%,1.73%,18.13%,17.27%,NA,20.08%,2.07%,3.37%,10.76%,3.07%,22.66%,20.44%,NA,2.47%,18.30%,20.73%,19.68%,2.89%,NA,NA,NA,3.02%,9.63%,2.98%,NA,NA,NA,17.00%,NA,NA,3.50%,3.20%,1.10%,2.04%,1.45%,2.22%,16.50%,NA,17.21%
frm-1 I_-_14878993_14880013,frm-1,WBGene00001488,ZK270.2,I_-_14878993_14880013,NA,19.35%,NA,NA,17.17%,13.33%,6.14%,NA,NA,NA,NA,NA,3.61%,5.61%,NA,NA,NA,NA,NA,NA,4.29%,NA,26.59%,33.74%,NA,NA,NA,NA,19.05%,1.92%,NA,NA,NA,NA,26.67%,NA,NA,NA,NA,5.26%,NA,5.62%,13.81%,15.79%,NA,34.89%
frm-1 I_-_14880131_14880608,frm-1,WBGene00001488,ZK270.2,I_-_14880131_14880608,NA,NA,NA,NA,11.03%,NA,4.01%,40.38%,NA,NA,NA,7.64%,5.06%,3.32%,NA,20.35%,NA,NA,21.88%,NA,8.75%,NA,20.80%,33.03%,NA,NA,NA,NA,NA,0%,20.97%,NA,NA,NA,47.62%,NA,NA,NA,11.48%,3.66%,NA,6.65%,4.83%,1.99%,NA,15.09%
frm-1 I_-_14880846_14881050,frm-1,WBGene00001488,ZK270.2,I_-_14880846_14881050,6.36%,13.43%,8.63%,7.33%,3.65%,12.96%,7.04%,25.47%,NA,7.29%,17.27%,32.64%,10.72%,4.74%,1.99%,21.41%,33.83%,35.80%,11.81%,8.78%,NA,23.17%,19.97%,22.02%,4.36%,9.20%,10.81%,48.10%,9.88%,18.11%,22.95%,6.21%,10.54%,15.19%,NA,NA,23.67%,6.01%,11.79%,0.73%,5.23%,5.52%,9.06%,9.89%,4.59%,21.55%
frm-1 I_-_14881174_14882053,frm-1,WBGene00001488,ZK270.2,I_-_14881174_14882053,NA,NA,NA,NA,NA,4.95%,2.37%,NA,NA,NA,NA,NA,NA,NA,NA,6.45%,NA,NA,NA,NA,0.93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.79%,NA,NA,NA,NA,0.81%,NA,NA,NA,NA,NA,NA
frm-1 I_-_14893742_14894574,frm-1,WBGene00001488,ZK270.2,I_-_14893742_14894574,2.38%,NA,NA,5.21%,0%,5%,NA,NA,7.60%,NA,NA,NA,NA,2.67%,4.63%,NA,11.69%,NA,10%,NA,NA,NA,NA,NA,7.54%,8.45%,5.08%,NA,NA,NA,NA,NA,NA,NA,NA,2.09%,NA,4.33%,3.26%,2.11%,4.47%,7.78%,2.62%,NA,15.04%,NA
frm-1 I_-_14896390_14897030,frm-1,WBGene00001488,ZK270.2,I_-_14896390_14897030,NA,NA,NA,NA,NA,8.33%,NA,NA,NA,NA,NA,NA,NA,1.36%,NA,3.26%,NA,NA,NA,NA,2.15%,18.12%,NA,NA,NA,NA,NA,NA,NA,15.89%,NA,NA,NA,NA,20.70%,NA,NA,NA,NA,NA,NA,1.79%,NA,NA,NA,NA
frm-10 V_+_13463650_13463929,frm-10,WBGene00001496,F25H9.5,V_+_13463650_13463929,3.91%,33.03%,7.37%,8.76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20%,NA,13.51%,NA,NA,NA,NA,NA,NA,NA,31.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06%,NA,NA,5.30%,NA,NA,NA,NA,24.74%
frm-10 V_+_13465751_13466409,frm-10,WBGene00001496,F25H9.5,V_+_13465751_13466409,NA,NA,3.13%,7.42%,NA,0%,NA,NA,NA,31.32%,NA,NA,43.75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26%,NA,6.91%,12.26%,2.38%,NA,8.64%,NA,NA,NA,NA,NA,24.05%,12.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-3 X_+_11578822_11581792,frm-3,WBGene00001490,H05G16.1,X_+_11578822_11581792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.45%,NA,NA,70.04%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-4 I_-_5404607_5405313,frm-4,WBGene00001491,C24A11.8,I_-_5404607_5405313,NA,NA,NA,NA,2.78%,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,28.43%,NA,25.99%,NA,NA,NA,NA,NA,0%,NA,NA,NA,3.85%,NA,NA,NA,NA,NA,NA
frm-5.2 IV_-_40174_40423,frm-5.2,WBGene00021406,Y38C1AB.4,IV_-_40174_40423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,5.90%,NA,NA,NA,NA,NA,NA,NA
frm-5.2 IV_+_13343_13702,frm-5.2,WBGene00021406,Y38C1AB.4,IV_+_13343_13702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-5.2 IV_+_14034_14704,frm-5.2,WBGene00021406,Y38C1AB.4,IV_+_14034_14704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.33%,11.11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-5.2 IV_+_7454_7703,frm-5.2,WBGene00021406,Y38C1AB.4,IV_+_7454_7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-7 V_+_12302762_12303030,frm-7,WBGene00001493,C51F7.1,V_+_12302762_12303030,4.30%,0%,NA,NA,NA,NA,NA,NA,NA,0%,NA,0%,0%,NA,NA,NA,NA,NA,0%,1.04%,NA,14.24%,NA,3.32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33%,NA,2.08%,NA,NA
frm-7 V_+_12303599_12303865,frm-7,WBGene00001493,C51F7.1,V_+_12303599_12303865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85%,NA,25.63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frm-8 III_-_3203496_3203917,frm-8,WBGene00001494,H09G03.2,III_-_3203496_3203917,NA,NA,NA,NA,NA,NA,4.58%,NA,NA,16.53%,NA,NA,NA,2.47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14%,NA,NA,NA,NA,NA,1.04%,NA,NA,NA,15.95%,NA,NA,NA,NA,NA,NA,5.77%,4.04%,14.62%,NA,NA
frm-8 III_-_3204894_3205516,frm-8,WBGene00001494,H09G03.2,III_-_3204894_3205516,NA,0.42%,3.02%,2.08%,0%,8.95%,1.09%,0.66%,4.09%,14.53%,4.94%,NA,23.23%,2.69%,NA,NA,4.78%,4.65%,NA,NA,0%,16.44%,NA,NA,NA,2.90%,3.67%,NA,4.86%,4.17%,7.50%,NA,7.90%,NA,9.28%,1%,NA,NA,NA,0%,2.06%,2.66%,NA,NA,2.49%,NA
frm-8 III_-_3207275_3207734,frm-8,WBGene00001494,H09G03.2,III_-_3207275_3207734,NA,NA,3.47%,2.42%,NA,0%,NA,NA,3.03%,NA,NA,NA,NA,2.82%,NA,NA,NA,NA,NA,NA,0%,20.28%,NA,NA,NA,2.03%,NA,NA,2.12%,NA,3.55%,NA,1.25%,NA,NA,NA,NA,NA,NA,0.78%,3.77%,2.46%,NA,10.25%,4.69%,NA
frm-8 III_-_3208224_3216281,frm-8,WBGene00001494,H09G03.2,III_-_3208224_3216281,1.29%,NA,NA,NA,4.89%,2.94%,1.33%,NA,NA,26.17%,4.27%,NA,19.90%,NA,0%,5.66%,NA,NA,NA,NA,5.73%,NA,NA,NA,NA,NA,NA,30.61%,NA,15.40%,NA,8.08%,NA,6.97%,25.18%,5.26%,NA,NA,1.52%,0.64%,3.35%,4.02%,NA,NA,NA,NA
frm-8 III_-_3216385_3219027,frm-8,WBGene00001494,H09G03.2,III_-_3216385_3219027,NA,NA,NA,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32%,NA,NA,NA,NA,9.70%,4.21%,NA,NA,NA,24.23%,2.08%,NA,NA,NA,13.06%,NA,NA,3.68%,NA,NA,NA
frpr-1 X_-_8125913_8128117,frpr-1,WBGene00015323,C02B8.5,X_-_8125913_8128117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17%,NA,NA,NA
frpr-1 X_-_8128225_8129501,frpr-1,WBGene00015323,C02B8.5,X_-_8128225_8129501,NA,NA,0%,0%,NA,NA,NA,NA,NA,NA,NA,NA,28.44%,NA,NA,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56%,NA,NA,NA
frpr-10 IV_+_7970606_7971083,frpr-10,WBGene00019019,F57H12.4,IV_+_7970606_7971083,NA,NA,8.75%,0%,0%,NA,0%,NA,NA,22.95%,0%,NA,NA,0%,NA,0%,5.50%,NA,NA,0%,0%,NA,NA,NA,6.67%,0%,0%,NA,0%,0%,NA,NA,NA,0%,NA,0%,0%,0%,0%,NA,0%,0%,NA,NA,NA,NA
frpr-12 V_+_8903623_8903932,frpr-12,WBGene00019445,K06C4.9,V_+_8903623_8903932,0%,NA,0%,6.67%,33.39%,NA,NA,NA,0%,37.44%,0%,NA,NA,0%,7.87%,NA,7.65%,0%,NA,0%,6.25%,NA,21.11%,NA,4.48%,NA,0%,NA,0%,NA,NA,0%,0%,NA,0%,7.14%,0%,0%,0%,NA,11.67%,0%,0%,0%,0%,NA
frpr-12 V_+_8904336_8904748,frpr-12,WBGene00019445,K06C4.9,V_+_8904336_8904748,NA,NA,NA,25%,NA,NA,NA,NA,NA,54.76%,0%,NA,NA,18.75%,0%,NA,60.14%,NA,NA,NA,NA,61.88%,NA,NA,10%,NA,NA,NA,NA,NA,NA,NA,0%,NA,25%,0%,NA,NA,NA,NA,NA,0%,NA,0%,NA,NA
frpr-14 II_+_648491_650955,frpr-14,WBGene00019496,K07E8.5,II_+_648491_650955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,NA,NA
frpr-14 II_+_651053_651926,frpr-14,WBGene00019496,K07E8.5,II_+_651053_651926,0%,0%,NA,NA,NA,0%,NA,NA,0.66%,0%,0%,0%,21.52%,5.01%,0%,NA,0%,0%,0%,0.60%,NA,NA,0%,0%,NA,18.06%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.73%,0%,NA,NA,NA,1.56%,5.17%,0%,NA,0%
frpr-14 II_+_652196_652964,frpr-14,WBGene00019496,K07E8.5,II_+_652196_652964,NA,0%,5%,0%,NA,3.57%,3.18%,0%,0%,0%,0%,NA,15.93%,NA,NA,NA,6.25%,NA,NA,0%,0%,NA,0%,NA,NA,2.38%,NA,NA,4.17%,NA,NA,0%,0%,NA,NA,0%,3.03%,0%,NA,0%,NA,0%,NA,NA,0%,NA
frpr-17 X_+_14406335_14406690,frpr-17,WBGene00011765,T14C1.1,X_+_14406335_14406690,0%,NA,1.52%,1.67%,NA,NA,0%,NA,2.78%,15.16%,NA,NA,NA,0%,NA,0%,2.35%,NA,NA,5%,NA,NA,NA,NA,4.17%,0%,0%,NA,0%,NA,0%,0%,2.78%,1.67%,NA,NA,NA,11.46%,0%,0%,3.96%,1.31%,0.60%,NA,0%,NA
frpr-17 X_+_14406830_14407387,frpr-17,WBGene00011765,T14C1.1,X_+_14406830_14407387,0%,0%,0%,1.39%,NA,NA,0%,0%,0.39%,23.89%,0%,NA,0%,2.50%,0%,0%,7.84%,0%,NA,1.04%,NA,0%,NA,0%,0%,4.17%,0%,21.16%,4.17%,0%,7.14%,0%,0%,3.13%,0%,NA,11.11%,4.55%,0%,NA,NA,3.24%,1.79%,0%,NA,3.57%
frpr-17 X_+_14407615_14407726,frpr-17,WBGene00011765,T14C1.1,X_+_14407615_14407726,0%,NA,3.13%,0%,NA,NA,0%,5.56%,0%,16.67%,0%,0%,5.56%,1.85%,8.33%,0%,0.95%,0%,NA,0%,NA,0%,NA,0%,0%,0%,1.04%,8.33%,9.82%,8.34%,0%,0%,3.64%,6.25%,NA,NA,0%,3.66%,0%,9.72%,NA,NA,2.12%,NA,0%,3.13%
frpr-17 X_+_14407924_14408434,frpr-17,WBGene00011765,T14C1.1,X_+_14407924_14408434,5.56%,NA,0%,3.73%,NA,NA,12.50%,0%,0%,17.20%,0%,0%,0%,2.50%,0%,0%,4.18%,0%,NA,0%,NA,0%,NA,0%,0%,6.25%,4.72%,0%,0%,0%,0%,0%,0%,1.25%,0%,NA,0%,0%,5.56%,NA,NA,NA,0%,3.33%,0%,3.13%
frpr-17 X_+_14408527_14408848,frpr-17,WBGene00011765,T14C1.1,X_+_14408527_14408848,NA,NA,3.33%,3.32%,NA,NA,NA,NA,0%,18.14%,NA,NA,NA,5.64%,NA,NA,3.99%,NA,NA,0%,NA,NA,NA,NA,0%,NA,0%,NA,0%,NA,0%,0%,1.39%,5%,NA,NA,NA,NA,12.50%,NA,NA,NA,0.54%,NA,NA,NA
frpr-17 X_+_14409045_14409246,frpr-17,WBGene00011765,T14C1.1,X_+_14409045_14409246,NA,NA,NA,0.97%,NA,NA,NA,NA,1.56%,16.05%,NA,NA,NA,NA,NA,NA,1.80%,NA,NA,NA,NA,NA,NA,NA,1.39%,NA,NA,NA,NA,NA,NA,0%,2.08%,NA,NA,NA,NA,3.33%,NA,NA,NA,NA,NA,NA,NA,NA
frpr-17 X_+_14409472_14410962,frpr-17,WBGene00011765,T14C1.1,X_+_14409472_14410962,10.42%,NA,7.50%,10.43%,NA,NA,0%,0%,28.03%,19.55%,0%,NA,4.29%,10.83%,0%,12.50%,12.94%,0%,0%,0%,NA,NA,NA,0%,2.78%,NA,3.33%,4.17%,NA,NA,0%,3.13%,3.57%,2.86%,0%,NA,0%,4.17%,NA,0%,NA,NA,9.78%,0%,NA,0%
frpr-18 V_+_6871123_6871778,frpr-18,WBGene00020586,T19F4.1,V_+_6871123_6871778,NA,NA,NA,6.64%,NA,0%,0%,NA,NA,34.73%,NA,0%,NA,NA,1.56%,0%,NA,33.46%,NA,7.94%,NA,NA,NA,NA,NA,NA,NA,44.01%,4.45%,NA,NA,NA,NA,NA,0%,0%,NA,0%,0%,1.56%,6.47%,8.98%,11.81%,NA,0%,NA
frpr-18 V_+_6871905_6872019,frpr-18,WBGene00020586,T19F4.1,V_+_6871905_6872019,3.79%,NA,32.22%,13.17%,15.97%,NA,NA,NA,NA,48.29%,NA,0%,NA,NA,5.56%,0%,0%,39.46%,29.22%,0%,11.11%,36.28%,NA,NA,11.68%,1.67%,NA,49.24%,3.33%,18.76%,70.84%,73.34%,4.17%,6.19%,NA,NA,NA,1.28%,NA,0.81%,NA,16.43%,5.66%,NA,4.17%,38.06%
frpr-19 IV_-_1775453_1775761,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1775453_1775761,87.69%,86.02%,NA,70.46%,0%,NA,NA,NA,93.64%,81.59%,NA,NA,NA,NA,73.27%,80.77%,79.14%,75%,NA,NA,90.34%,NA,62.44%,NA,NA,NA,68.40%,64.36%,NA,47.06%,NA,54.25%,NA,61.88%,72.05%,NA,NA,44%,NA,NA,NA,79.72%,81.70%,82.83%,25%,61.97%
frpr-19 IV_-_1775453_1776342,frpr-19,WBGene00021510,Y41D4A.8,IV_-_1775453_1776342,NA,NA,63.24%,63.29%,NA,76.22%,NA,85.38%,89.56%,93.17%,NA,NA,93.92%,NA,61.97%,NA,NA,82.73%,57.57%,NA,91.90%,NA,NA,54.72%,92.44%,NA,78.62%,NA,NA,NA,83.01%,NA,80.52%,NA,NA,NA,NA,NA,70.99%,62.22%,NA,89.33%,NA,52.11%,NA,NA
