,Gene,WormBase_Gene_ID,Sequence_Name,AS_event_ID,ADL,AFD,AIM,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVL,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,DVC,I5,IL1,IL2,LUA,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMB,SMD,VB,VC,VD
etr-1 II_+_167078_167173_167386_167902,etr-1,WBGene00001340,T01D1.2,II_+_167078_167173_167386_167902,14.91%,37.34%,54.87%,49.83%,30%,69.35%,59.12%,70.71%,37.32%,22.22%,87.46%,63.33%,30%,53.14%,84.28%,33.34%,75%,52.50%,30%,49.50%,17.71%,66.58%,55.04%,57.60%,52.07%,40.07%,33.13%,18.23%,45.87%,35%,NA,28.18%,47.60%,40.99%,33.33%,NA,52.19%,64.97%,32.51%,29.68%,49.40%,44.01%,42.38%,35.43%,40.53%,44.28%
etr-1 II_+_168047_168174_168393_168547,etr-1,WBGene00001340,T01D1.2,II_+_168047_168174_168393_168547,40.38%,24.02%,30.56%,43.77%,NA,10.63%,14.58%,6.25%,27.78%,62.50%,13.83%,64.17%,25%,57.89%,35.20%,100%,32.14%,66.67%,25%,43.94%,20.83%,48.72%,58.79%,78.48%,52.30%,59.17%,40.84%,31.13%,NA,59.88%,NA,47.01%,45.91%,50.52%,37.50%,8.33%,60.15%,40.48%,27.44%,10.19%,44.44%,25.56%,62.11%,52.68%,NA,46.02%
eva-1 I_-_14832132_14832840_14832867_14834696,eva-1,WBGene00009304,F32A7.3,I_-_14832132_14832840_14832867_14834696,5.83%,8.33%,14.06%,5.25%,0%,12.50%,65%,0%,10.63%,25%,34.77%,9.17%,0%,32.02%,6.62%,1.19%,14.12%,8.33%,18.89%,7.86%,1.04%,20.94%,8.89%,25%,9.86%,11.67%,6.06%,1.04%,17.65%,0%,29%,0.62%,21.60%,23.50%,0%,46.79%,0.60%,5.19%,8.34%,6.25%,14.69%,15.33%,4.42%,6.25%,5.90%,9.57%
exc-7 II_+_9578466_9579192_9579296_9579798,exc-7,WBGene00001368,F35H8.5,II_+_9578466_9579192_9579296_9579798,71.92%,100%,65.60%,79.96%,27.35%,29.17%,67.71%,100%,71.40%,100%,52.50%,50.15%,100%,82.19%,93.35%,35.16%,83.73%,24.37%,91.81%,76.90%,31.25%,73.74%,87.93%,80.78%,58.25%,64.52%,50.15%,73.91%,63.54%,44.34%,52.87%,79.13%,70.04%,62.75%,52.29%,NA,92.76%,75.94%,77.80%,77.89%,66.31%,74.59%,88.74%,63.86%,91.65%,75.86%
F07C6.4 IV_+_12825855_12826549_12826762_12827546,F07C6.4,WBGene00008555,F07C6.4,IV_+_12825855_12826549_12826762_12827546,95.78%,66.67%,92.43%,98.29%,100%,100%,92.05%,98.34%,91.19%,100%,94.67%,75.51%,100%,90.37%,87.00%,86.67%,98.63%,92.04%,64.29%,94.28%,100%,69.94%,96.74%,95.61%,91.04%,72.27%,93.50%,91.56%,86.25%,83.33%,87.24%,79.81%,89.30%,76.58%,88.69%,100%,94.23%,96.69%,96.12%,70.55%,95.52%,92.75%,78.85%,83.74%,99.56%,91.92%
F07F6.4 II_-_5426596_5427431_5427481_5427572,F07F6.4,WBGene00017217,F07F6.4,II_-_5426596_5427431_5427481_5427572,NA,NA,30.99%,38.80%,NA,NA,85.16%,38.39%,NA,NA,NA,NA,54.13%,39.33%,35.98%,28.12%,40.04%,NA,NA,13.17%,NA,28.90%,30.10%,28.47%,36.74%,26.80%,38.22%,NA,10.26%,44.45%,12.60%,40.34%,25.91%,29.75%,31.55%,NA,NA,38.67%,NA,27.02%,34.75%,NA,40.70%,37.29%,15.99%,31.80%
F08F3.1 V_+_5446288_5446644_5446692_5447009,F08F3.1,WBGene00017260,F08F3.1,V_+_5446288_5446644_5446692_5447009,11.11%,NA,2.89%,1.92%,NA,8.33%,0%,0%,11.71%,0%,0%,4.17%,6.08%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.64%,3.70%,0%,0%,0.88%,0%,10.97%,3.13%,0%,0%,0%,2.93%,5.88%,6.06%,0%,28.73%,2%,0%,0%,0%,0%
F08F8.10 III_-_7354442_7354907_7355134_7356040,F08F8.10,WBGene00017275,F08F8.10,III_-_7354442_7354907_7355134_7356040,95.42%,12.50%,91.66%,95.94%,NA,NA,72.22%,68.18%,81.48%,41.91%,0%,0%,22.02%,85.58%,59.55%,100%,100%,93.33%,62.50%,NA,0%,51.19%,92.30%,82.40%,81.79%,53.75%,100%,92.15%,60.33%,81.67%,NA,73.97%,70.13%,59.52%,81.25%,NA,91.14%,57.04%,80.83%,72.31%,76.56%,94.75%,90.65%,100%,92.68%,72.54%
F08G5.3 IV_-_12413239_12413744_12413801_12413852,F08G5.3,WBGene00008582,F08G5.3,IV_-_12413239_12413744_12413801_12413852,100%,NA,79.54%,53.81%,12.50%,100%,93.06%,58.33%,82.90%,79.87%,92.36%,85%,78.34%,89.24%,100%,93.17%,86.89%,75%,83.34%,74.74%,88.89%,55.64%,90.92%,71.84%,42.76%,82.49%,85.25%,68.71%,78.81%,86.91%,91.05%,92.56%,76.67%,84.97%,33.34%,74.64%,83.60%,61.77%,75.02%,85.68%,66.28%,97.65%,73.55%,91.15%,70.36%,83.11%
F09C3.2 I_-_14272830_14272905_14273375_14273964,F09C3.2,WBGene00008610,F09C3.2,I_-_14272830_14272905_14273375_14273964,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,91.10%,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA
F10D7.11 X_+_17362906_17363155_17363233_17363301,F10D7.11,WBGene00303423,F10D7.11,X_+_17362906_17363155_17363233_17363301,NA,0%,0%,20.83%,NA,37.50%,0%,NA,NA,79.24%,NA,NA,NA,0%,10.42%,0%,16.67%,29.17%,NA,11.36%,NA,NA,0%,NA,22.32%,0%,0%,NA,0%,NA,NA,NA,19.45%,0%,NA,NA,NA,NA,16.67%,NA,22.48%,0%,26.85%,NA,NA,40%
F10E9.1 III_+_8323657_8324124_8324204_8324248,F10E9.1,WBGene00017353,F10E9.1,III_+_8323657_8324124_8324204_8324248,98.49%,100%,100%,100%,NA,94.18%,95.45%,99.32%,98.58%,99.20%,100%,NA,NA,100%,100%,100%,100%,96.76%,96.72%,92.55%,95.42%,100%,NA,NA,100%,100%,100%,99.85%,100%,100%,NA,100%,97.74%,78.33%,NA,58.34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,NA
F10G8.8 I_-_10051604_10051995_10052023_10052203,F10G8.8,WBGene00008666,F10G8.8,I_-_10051604_10051995_10052023_10052203,72.92%,100%,75.86%,71.39%,NA,50%,58.04%,75%,90.76%,100%,58.33%,100%,50%,85.93%,65.00%,94.72%,94.44%,84.17%,66.67%,73.37%,66.67%,86.65%,66.45%,92.12%,82.37%,61.03%,91.67%,78.72%,73.47%,100%,NA,81.67%,84.43%,66.85%,100%,66.67%,66.88%,81.67%,50.38%,39.45%,67.27%,76.17%,75.34%,100%,49.89%,86.40%
F11D5.1 X_+_3345131_3345284_3345347_3345391,F11D5.1,WBGene00017380,F11D5.1,X_+_3345131_3345284_3345347_3345391,98.17%,98.58%,97.41%,98.42%,100%,100%,100%,93.69%,95.71%,100%,88.75%,NA,100%,100%,100%,NA,100%,100%,87.13%,100%,97.61%,88.06%,88.03%,72.31%,96.04%,97.78%,96.69%,100%,93.57%,79.76%,97.08%,84.17%,99.31%,93.21%,100%,100%,100%,96.07%,97.50%,100%,96.77%,100%,100%,70.83%,98.79%,96.44%
F11E6.8 IV_-_17446610_17447287_17448144_17449561,F11E6.8,WBGene00008711,F11E6.8,IV_-_17446610_17447287_17448144_17449561,10.42%,NA,NA,5%,0%,0%,0%,NA,17.96%,10.86%,8.89%,0%,0%,1.14%,0%,0%,NA,0%,0%,NA,0%,NA,NA,1.96%,NA,NA,0%,NA,NA,37.50%,NA,NA,NA,NA,NA,NA,2.16%,4.91%,2.56%,2.41%,5.43%,NA,NA,NA,6.31%,NA
F13B9.1 X_+_8288156_8288313_8288436_8288599,F13B9.1,WBGene00017419,F13B9.1,X_+_8288156_8288313_8288436_8288599,32.46%,57.33%,54.14%,24.92%,0%,57.14%,13.60%,36.04%,57.22%,24.85%,57.21%,40%,16.67%,29.07%,72.63%,19.38%,53.97%,49.75%,34.53%,34.19%,31.64%,77.59%,64.82%,47.85%,62.82%,65.07%,65.71%,55.23%,82.67%,64.37%,85.35%,84.79%,77.32%,79.90%,50%,0%,34.98%,50.69%,29.25%,86.43%,36.70%,54.17%,57.82%,68.08%,78.31%,63.48%
F13E6.1 X_-_10676887_10676944_10677109_10678342,F13E6.1,WBGene00008745,F13E6.1,X_-_10676887_10676944_10677109_10678342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.72%,NA,NA,47.69%,NA,NA,NA,NA,49.13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,99.48%,NA,NA,NA,NA,NA
F13E6.2 X_-_10669983_10670074_10670131_10670246,F13E6.2,WBGene00008746,F13E6.2,X_-_10669983_10670074_10670131_10670246,0%,0%,4.17%,0%,NA,0%,0%,1.25%,0%,0%,0%,NA,NA,6.25%,NA,NA,NA,5%,30.00%,0.78%,0.96%,0%,0%,20%,0%,0%,48.53%,25%,0%,0%,40%,4.17%,0%,33.33%,0%,NA,0%,0%,33.33%,NA,16.67%,0%,4.17%,0%,0%,12.50%
F13H8.5 II_-_6254246_6254377_6254592_6254662,F13H8.5,WBGene00017438,F13H8.5,II_-_6254246_6254377_6254592_6254662,NA,5.56%,32.25%,12.70%,36.14%,32.08%,5.56%,6.25%,NA,50%,44.64%,NA,0%,53.02%,43.32%,NA,NA,28.06%,0%,NA,25%,NA,44.31%,36.97%,NA,NA,NA,20%,32.08%,0%,NA,NA,NA,32.67%,25%,NA,55.44%,NA,NA,34.53%,NA,NA,35.81%,NA,26.71%,45.83%
F15D3.6 I_-_11575702_11576689_11576855_11577426,F15D3.6,WBGene00008856,F15D3.6,I_-_11575702_11576689_11576855_11577426,83.91%,90.91%,85.99%,86.25%,100%,84.17%,88.65%,79.96%,97.50%,96.15%,93.11%,92.49%,100%,95.26%,95.39%,92.60%,93.67%,86.91%,100%,91.27%,63.75%,98.02%,95.19%,97.42%,87.89%,90.35%,96.25%,97.62%,91.76%,86.44%,95.07%,93.98%,95.36%,97.55%,100%,100%,87.96%,92.66%,82.82%,91.10%,84.80%,84.51%,86.33%,83.16%,95.95%,99.11%
F15E6.9 IV_-_4294176_4295730_4295854_4295901,F15E6.9,WBGene00017489,F15E6.9,IV_-_4294176_4295730_4295854_4295901,100%,NA,100%,100%,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA,0%,NA,0%,100%,NA,NA,100%,100%,95.48%,NA,100%,NA,100%,NA,100%,NA,NA,NA,NA,NA,NA,89.58%,100%,100%,NA,100%,66.67%
F16B4.2 V_+_1601916_1601974_1602119_1602166,F16B4.2,WBGene00017504,F16B4.2,V_+_1601916_1601974_1602119_1602166,99.24%,100%,83.33%,100%,NA,98.72%,96.61%,90.42%,85.89%,89.81%,100%,94.84%,100%,100%,100%,100%,97.20%,100%,100%,78.66%,100%,77.50%,100%,100%,100%,68.06%,100%,100%,100%,100%,100%,88.33%,97.26%,79.64%,100%,NA,99.63%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F22G12.5 I_+_13171769_13171847_13172274_13172463,F22G12.5,WBGene00009065,F22G12.5,I_+_13171769_13171847_13172274_13172463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.99%,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA
F23H12.7 V_+_12371829_12371911_12372069_12372534,F23H12.7,WBGene00009095,F23H12.7,V_+_12371829_12371911_12372069_12372534,NA,NA,100%,100%,NA,100%,100%,100%,100%,NA,100%,96.76%,NA,NA,NA,100%,100%,NA,NA,100%,NA,100%,100%,NA,100%,100%,100%,100%,100%,NA,100%,100%,87.86%,100%,NA,NA,NA,NA,97.85%,NA,100%,NA,100%,NA,NA,100%
F26G1.2 II_+_4763370_4763580_4763712_4763930,F26G1.2,WBGene00017838,F26G1.2,II_+_4763370_4763580_4763712_4763930,98.14%,75%,74.97%,92.55%,100%,16.67%,82.22%,87.50%,50%,NA,80.56%,NA,NA,83.43%,97.46%,NA,100%,89.58%,100%,63.28%,100%,100%,65.22%,88.94%,91.74%,66.67%,96.10%,97.55%,57.12%,NA,77.78%,89.14%,68.26%,88.79%,59.82%,100%,97.11%,78.79%,73.00%,74.51%,92.11%,83.34%,86.79%,89.05%,97.84%,90.83%
F28E10.1 IV_+_4572322_4575665_4575764_4577916,F28E10.1,WBGene00017900,F28E10.1,IV_+_4572322_4575665_4575764_4577916,39.58%,7.31%,18.51%,9.88%,0%,5.05%,6.13%,20.83%,8.66%,11.29%,13.75%,22.22%,0%,15.17%,65%,0%,10.11%,13.75%,0%,15.18%,5.21%,0%,23.49%,NA,NA,11.21%,NA,36.80%,9.94%,28.57%,14.06%,12.75%,26.17%,15.42%,NA,13.40%,6.72%,9.01%,NA,4.17%,NA,NA,NA,27.64%,15.29%,NA
F28F9.3 IV_+_3833987_3835475_3835514_3835589,F28F9.3,WBGene00017907,F28F9.3,IV_+_3833987_3835475_3835514_3835589,0%,0%,0.70%,0%,0%,0%,0%,0.51%,0.14%,0%,4.17%,0%,0%,0%,0%,0%,0%,0%,0.05%,1.69%,0%,0%,0%,0%,1.25%,0%,0%,2.27%,0.14%,0%,NA,0.93%,0.23%,1.73%,0%,0%,0%,0.89%,0.08%,0%,0.82%,0%,0%,0%,0%,0%
F30B5.4 IV_+_4214997_4216063_4216377_4216560,F30B5.4,WBGene00017934,F30B5.4,IV_+_4214997_4216063_4216377_4216560,10.55%,8.83%,7.88%,1.93%,0%,9.98%,2.88%,4.51%,4.47%,NA,1.19%,3.54%,0%,7.17%,3.93%,13.59%,2.71%,1.79%,8.13%,3.96%,5.30%,0%,2.08%,1.70%,3.19%,0%,4.97%,4.95%,3.07%,3.44%,NA,2.22%,5.61%,3.06%,0%,0%,11.85%,5.56%,3.52%,0%,7.64%,7.83%,6.72%,1.56%,5.76%,2.39%
F32B4.4 I_+_11521997_11522124_11523074_11523815,F32B4.4,WBGene00009314,F32B4.4,I_+_11521997_11522124_11523074_11523815,NA,75.62%,60.93%,NA,NA,NA,NA,28.90%,41.33%,NA,81.12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.37%,NA,NA,NA,NA,NA,NA,NA,NA,66.19%,NA,NA,NA,NA,69.70%,13.57%,NA,73.96%,NA,NA,NA,NA,NA,76.61%,NA,NA
F32B4.4 I_+_11521997_11522130_11523074_11523815,F32B4.4,WBGene00009314,F32B4.4,I_+_11521997_11522130_11523074_11523815,NA,NA,61.37%,NA,NA,NA,NA,37.61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.58%,NA,NA,NA,NA,NA,NA,13.57%,NA,NA,NA,89.53%,NA,NA,NA,NA,NA,NA
F32D8.1 V_+_10880931_10880996_10881100_10882275,F32D8.1,WBGene00009326,F32D8.1,V_+_10880931_10880996_10881100_10882275,97.86%,100%,100%,96.41%,NA,NA,71.43%,100%,91.70%,90.48%,100%,94.16%,80.58%,100%,80.09%,92.50%,68.75%,100%,88.89%,97.33%,96.43%,100%,100%,100%,97.70%,50%,97.90%,99.10%,88.15%,NA,86.11%,99.28%,83.82%,88.22%,77.11%,NA,100%,100%,77.09%,100%,92.89%,100%,51.16%,100%,NA,92.50%
F33D4.6 IV_-_7715147_7715311_7715383_7715467,F33D4.6,WBGene00017998,F33D4.6,IV_-_7715147_7715311_7715383_7715467,20.32%,14.76%,27.64%,36.70%,5.88%,20.07%,15.49%,0%,37.04%,44.45%,50%,0%,18.06%,26.71%,33.56%,16.79%,37.67%,75.56%,21.43%,19.41%,0%,19.63%,21.70%,29.62%,49.30%,23.61%,5.04%,13.91%,45.85%,31.06%,20.06%,25.56%,26.75%,27.83%,0%,4.55%,11.04%,33.52%,26.12%,29.45%,31.86%,32.12%,17.65%,27.36%,18.63%,21.46%
F33G12.6 II_+_5053054_5053326_5053466_5053517,F33G12.6,WBGene00018018,F33G12.6,II_+_5053054_5053326_5053466_5053517,100%,93.48%,97.20%,94.50%,100%,92.50%,88.70%,98.57%,99.13%,100%,96.61%,100%,100%,97.63%,100%,95.53%,97.03%,97.71%,97.39%,99.54%,95.98%,97.42%,97.44%,98.06%,98.59%,96.72%,95.00%,99.93%,94.30%,100%,94.68%,100%,98.91%,98.68%,100%,100%,99.26%,99.29%,97.31%,98.45%,97.80%,97.23%,97.26%,100%,99.02%,96.32%
F35A5.4 X_-_3792306_3792349_3792522_3792569,F35A5.4,WBGene00018026,F35A5.4,X_-_3792306_3792349_3792522_3792569,73.34%,NA,NA,0%,NA,NA,NA,100%,0%,100%,100%,0%,NA,NA,NA,NA,0%,100%,50%,NA,NA,28.24%,NA,18.18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,100%,NA,NA,100%,NA,50%,NA,NA,NA,NA
F35A5.8 X_-_3801607_3801747_3801786_3801863,F35A5.8,WBGene00001335,F35A5.8,X_-_3801607_3801747_3801786_3801863,90.66%,89.81%,85.84%,89.27%,91.17%,90.18%,100%,97.06%,83.21%,94.79%,98.03%,90.91%,93.80%,90.77%,99.54%,97.45%,99.03%,87.21%,75%,76.96%,93.49%,60.13%,96.75%,98.85%,96.32%,79.12%,97.78%,89.93%,85.36%,70.83%,74.69%,91.23%,81.53%,91.49%,100%,100%,98.14%,96.54%,96.53%,95.68%,99.19%,96.36%,95.99%,98.75%,39.36%,92.68%
F35D11.3 II_+_4609867_4609930_4609954_4610042,F35D11.3,WBGene00018044,F35D11.3,II_+_4609867_4609930_4609954_4610042,81.07%,50%,50.77%,71.80%,91.30%,50%,62.50%,90.02%,90.08%,100%,59.72%,48.89%,100%,93.56%,70.16%,100%,83.18%,62.99%,100%,61%,100%,8.16%,53.44%,47.72%,43.06%,32.53%,51.30%,66.67%,36.91%,0%,36.59%,45.69%,71.04%,65.58%,100%,59.62%,62.42%,47.14%,82.36%,25%,81.89%,95.72%,90.55%,56.67%,42.50%,33.96%
F35H12.6 X_+_913416_913926_914109_914593,F35H12.6,WBGene00018078,F35H12.6,X_+_913416_913926_914109_914593,100%,99.69%,NA,100%,100%,100%,NA,100%,100%,100%,100%,NA,100%,NA,100%,100%,90.12%,100%,100%,100%,100%,100%,100%,100%,99.28%,100%,NA,NA,100%,NA,100%,100%,100%,100%,NA,NA,NA,100%,100%,NA,100%,90.83%,100%,100%,100%,100%
F36A2.9 I_+_8817249_8817320_8817401_8817606,F36A2.9,WBGene00009456,F36A2.9,I_+_8817249_8817320_8817401_8817606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.25%,NA,21.03%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.88%,NA,NA,NA,NA,NA,NA,NA
F36A2.9 I_+_8820377_8820443_8820554_8820612,F36A2.9,WBGene00009456,F36A2.9,I_+_8820377_8820443_8820554_8820612,91.82%,100%,62.66%,76.61%,50%,83.33%,82.32%,96.48%,61.44%,38.09%,72.57%,86.11%,NA,66.87%,64.35%,92.06%,77.04%,55.02%,68%,91.64%,46.03%,97.35%,77.35%,62.98%,85.09%,86.83%,82.31%,100%,89.03%,95.37%,91.75%,92.28%,99.14%,86.54%,66.67%,100%,67.78%,73.46%,71.88%,100%,84.66%,78.09%,76.27%,83.33%,94.58%,85.08%
F36H2.3 I_-_9253134_9253409_9254850_9255035,F36H2.3,WBGene00009500,F36H2.3,I_-_9253134_9253409_9254850_9255035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100%,NA,NA,NA,NA,NA,NA
F36H2.3 I_-_9256451_9256519_9256729_9256920,F36H2.3,WBGene00009500,F36H2.3,I_-_9256451_9256519_9256729_9256920,NA,92.21%,67.31%,9.58%,NA,0%,NA,NA,0%,0%,NA,NA,12.50%,96.10%,68.73%,NA,0%,0%,0%,60.34%,NA,79.56%,73.75%,53.13%,83.18%,70.20%,68.18%,35.42%,47.16%,100%,65.63%,40.63%,37.78%,48.45%,NA,NA,84.82%,100%,48.49%,69.05%,78.25%,60.42%,61.71%,100%,95.56%,100%
F36H2.3 I_-_9257134_9257424_9257634_9257889,F36H2.3,WBGene00009500,F36H2.3,I_-_9257134_9257424_9257634_9257889,100%,62.20%,90.35%,6.25%,0%,0%,NA,NA,0%,0%,33.33%,NA,NA,87.30%,100%,NA,NA,0%,0%,43.06%,0%,25.16%,79.17%,0%,73.27%,100%,4.66%,50%,27.50%,35.72%,16.52%,12.50%,20.04%,45.36%,0%,NA,96.40%,NA,75.63%,33.33%,78.80%,83.33%,31.32%,100%,75.72%,31.67%
F36H2.3 I_-_9258103_9258238_9258448_9258780,F36H2.3,WBGene00009500,F36H2.3,I_-_9258103_9258238_9258448_9258780,NA,83.28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.18%,NA,NA,87.72%,NA,6.03%,NA,NA,NA,36.88%,NA,NA,NA,NA,4.55%,NA,NA,NA,NA,58.55%,NA,NA,NA,NA,NA
F36H2.3 I_-_9259386_9259777_9259801_9259862,F36H2.3,WBGene00009500,F36H2.3,I_-_9259386_9259777_9259801_9259862,NA,80.71%,44.02%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.81%,NA,NA,NA,NA,NA,NA,NA,NA,17.08%,NA,NA,NA,NA,NA
F38G1.3 X_+_477014_477105_477233_477823,F38G1.3,WBGene00044556,F38G1.3,X_+_477014_477105_477233_477823,100%,NA,100%,100%,NA,100%,100%,NA,100%,100%,100%,NA,100%,100%,100%,100%,90.12%,100%,100%,100%,79.17%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
F40A3.7 V_-_7895820_7896866_7896960_7897022,F40A3.7,WBGene00018222,F40A3.7,V_-_7895820_7896866_7896960_7897022,25%,0%,35.63%,21.84%,0%,25%,0%,0%,56.44%,22.91%,12.50%,0%,0%,71.95%,NA,NA,38.89%,0%,62.50%,23.53%,38.89%,100%,0%,48.55%,14.67%,33.33%,74.44%,14.29%,0%,NA,15%,34.08%,37.86%,14.58%,50%,100%,13.65%,28.85%,7.54%,44.43%,43.21%,71.35%,47.15%,5.56%,25%,66.51%
F40B5.2 X_+_8368726_8368849_8368930_8369127,F40B5.2,WBGene00018226,F40B5.2,X_+_8368726_8368849_8368930_8369127,11.78%,12.50%,31.38%,18.51%,NA,16.67%,16.30%,32.35%,17.89%,40.04%,34.57%,22.92%,0%,23.49%,21.75%,17.65%,14.72%,15.62%,50%,48.63%,17.11%,22.01%,17.29%,26.74%,20.49%,11.87%,17.41%,16.78%,23.89%,12.94%,26.35%,28.01%,11.80%,17.76%,7.14%,0%,17.79%,28.14%,21.02%,0%,13.79%,29.55%,25.52%,7.14%,17.31%,28.90%
F40F8.1 II_+_11127667_11127709_11127876_11128379,F40F8.1,WBGene00009575,F40F8.1,II_+_11127667_11127709_11127876_11128379,29.27%,18.89%,42.25%,52.85%,5.79%,14.62%,20.48%,21.43%,27.78%,44.45%,10.02%,52.18%,12.50%,5.82%,9.72%,5.83%,8.27%,48.96%,10.42%,NA,14.58%,4.39%,8.62%,11.46%,5.81%,15.07%,35.94%,35.78%,21.72%,15.78%,26.46%,20.86%,25.67%,15.95%,0%,0%,26.18%,45.05%,36.01%,1.79%,36.55%,15.40%,38.73%,10.71%,15.65%,8.52%
F40G12.2 V_-_14259765_14259948_14260163_14260302,F40G12.2,WBGene00009597,F40G12.2,V_-_14259765_14259948_14260163_14260302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0%,NA,41.67%,NA,NA,NA,0%,NA,NA,NA,0%,NA,NA,41.01%,NA,NA,NA,0%,0%,NA,NA,100%,NA
F41E7.7 X_+_10311567_10311652_10311743_10312014,F41E7.7,WBGene00009623,F41E7.7,X_+_10311567_10311652_10311743_10312014,1.80%,17.62%,4.81%,4.87%,3.26%,1.69%,1.29%,9.31%,10.27%,1.74%,2.78%,0%,2.08%,10.08%,0%,5%,3.14%,3.28%,1.43%,3.78%,2.52%,2.72%,3.88%,22.45%,10.44%,2.62%,9.11%,14.45%,3.16%,17.95%,1.51%,2.15%,2.99%,2.07%,0%,11.25%,0.48%,2.29%,6.71%,1.04%,1.35%,2.50%,3.67%,13.95%,2.43%,30.75%
F42A6.6 IV_-_3334245_3335056_3335147_3336019,F42A6.6,WBGene00018328,F42A6.6,IV_-_3334245_3335056_3335147_3336019,84.50%,38.18%,74.16%,86.29%,100%,90.81%,70.94%,71.14%,87.40%,78.27%,80.83%,44.82%,80%,79.85%,75.82%,100%,79.97%,83.77%,75%,87.99%,57.14%,69.42%,73.88%,82.73%,78.79%,84.84%,86.43%,88.35%,84.91%,97.42%,77.37%,89.74%,NA,70.81%,40%,75%,84.37%,87.65%,83.17%,92.52%,76.91%,73.88%,71.25%,76.01%,66.24%,84.87%
F42A9.6 IV_+_8609921_8610338_8610449_8611374,F42A9.6,WBGene00018335,F42A9.6,IV_+_8609921_8610338_8610449_8611374,39.17%,NA,37.47%,42.89%,0%,64.87%,NA,41.74%,20.04%,26.67%,55.73%,40.83%,0%,30.46%,7.64%,30.56%,10.83%,15.17%,25%,23.12%,35.42%,6.63%,49.43%,32.62%,NA,21.73%,NA,34.88%,25.57%,42.49%,7.14%,21.94%,23.56%,13.85%,0%,58.33%,23.21%,NA,72.92%,32.50%,NA,18.84%,16.04%,33.87%,8.52%,43.74%
F42A9.6 IV_+_8609921_8610383_8610449_8611374,F42A9.6,WBGene00018335,F42A9.6,IV_+_8609921_8610383_8610449_8611374,38.29%,NA,29.46%,42.70%,0%,NA,NA,42.63%,22.50%,40%,59.16%,53.33%,0%,41.80%,11.93%,44.44%,10.83%,15.17%,25%,25.05%,34.72%,4.00%,NA,44.01%,NA,24.49%,60.48%,41.13%,30.92%,43.49%,NA,27.82%,26.79%,21.81%,0%,16.67%,23.94%,NA,72.50%,36.59%,79.78%,30.93%,25.22%,2.38%,8.05%,37.49%
F42E11.3 X_-_11375072_11375118_11375288_11375331,F42E11.3,WBGene00009633,F42E11.3,X_-_11375072_11375118_11375288_11375331,97.21%,100%,72.92%,91.52%,NA,NA,100%,NA,100%,100%,NA,NA,NA,100%,NA,0%,NA,NA,NA,NA,NA,NA,25%,NA,100%,100%,83.22%,100%,NA,NA,62.50%,100%,87.50%,80%,NA,NA,100%,100%,100%,NA,86.65%,100%,62.78%,NA,NA,NA
